barcode	disease	BAM_path
TCGA-UP-A6WW-01A-12R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/df3ee533cef34866934d17eba7693c8f/all_sequences.bam
TCGA-UY-A78K-01A-11R-A33J-07	BLCA	/gscmnt/gc12003/info/alignment_data/imported/6DBD8EFAF0C511E3AA35C7D077DE465F/all_sequences.bam
TCGA-UY-A78L-01A-12R-A33J-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/8440B51EF0C311E3A32089A1B1933D82/all_sequences.bam
TCGA-UY-A78M-01A-21R-A352-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/8116D970F0BB11E3859A19956376211D/all_sequences.bam
TCGA-UY-A78N-01A-12R-A33J-07	BLCA	/gscmnt/gc8000/info/alignment_data/imported/64C058CEF0D811E38B5C8BBFA1E20336/all_sequences.bam
TCGA-UY-A78O-01A-12R-A33J-07	BLCA	/gscmnt/gc2007/info/alignment_data/imported/4E4EF296F0CC11E38711A3700CF3168F/all_sequences.bam
TCGA-UY-A78P-01A-12R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/5c1c0bc255c742ee9ff1238fdb7ccd73/all_sequences.bam
TCGA-UY-A8OC-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/5625e3ac1ea54c69bec02ec4e628a28d/all_sequences.bam
TCGA-UY-A8OD-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/5c24b209f5db4d01ace5ebe065e13cd3/all_sequences.bam
TCGA-UY-A9PA-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/b9501b866e7e400b8efe2396b7feb19f/all_sequences.bam
TCGA-UY-A9PB-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/bce82cf10a2a4cb6a2b919b274ceaf2b/all_sequences.bam
TCGA-UY-A9PD-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/726a29993a19468c9d8a6d2f51badec0/all_sequences.bam
TCGA-UY-A9PE-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/2a5071b27f2547698e3f3b7b24b75391/all_sequences.bam
TCGA-UY-A9PF-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/ab89c24537fb4be8aec9ffae864e40fd/all_sequences.bam
TCGA-UY-A9PH-01A-11R-A38B-07	BLCA	/gscmnt/gc13000/info/alignment_data/imported/cf895e3b76494152a70ecded78c99b1e/all_sequences.bam
TCGA-WA-A7GZ-01A-11R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/c9d13b7a91b749c4ad7f2cc906d0e4ea/all_sequences.bam
TCGA-WA-A7H4-01A-21R-A34R-07	HNSC	/gscmnt/gc7000/info/alignment_data/imported/dbe03aacbc40426ea5a1a66ef81a9738/all_sequences.bam
TCGA-XF-A8HB-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/f8b1fae41129494f9f5d9ab7e91da87b/all_sequences.bam
TCGA-XF-A8HC-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/1d6af969bccb4de08e890b3d395c4558/all_sequences.bam
TCGA-XF-A8HD-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/b0d4a05006334e11946be948f2998e94/all_sequences.bam
TCGA-XF-A8HE-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/5e8fcb34f3aa490db0de3732304cfe27/all_sequences.bam
TCGA-XF-A8HF-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/47e991c0b99543b3ab59a881d9ea01ee/all_sequences.bam
TCGA-XF-A8HG-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/7d4c7f76b76a4c53b84d092766632b11/all_sequences.bam
TCGA-XF-A8HH-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/604061a0222e40d685f9d990f4ee5412/all_sequences.bam
TCGA-XF-A8HI-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/9627b61436e047459dcd89b978518657/all_sequences.bam
TCGA-YC-A89H-01A-11R-A36F-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/54bc33e996c540efb277e039a2cf5be7/all_sequences.bam
TCGA-YC-A8S6-01A-31R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/59ccabc4f3f24160b3c870c416cfd8ff/all_sequences.bam
TCGA-YF-AA3L-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/c9c1e78e161b407cbd5dcfedadd27664/all_sequences.bam
TCGA-ZF-A9R0-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/2bbb83761c6d41d0bc94fda94d16447e/all_sequences.bam
TCGA-ZF-A9R3-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/6dabf0257d36457e8b60d24021395b06/all_sequences.bam
TCGA-ZF-A9R4-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/3700e7ef6d7e4edf98fd30866099e95c/all_sequences.bam
TCGA-ZF-A9R7-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/c631c8611729470a8f41127b60393799/all_sequences.bam
TCGA-ZF-A9R9-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/fc14f0eed60d41d7a134fe6cff92b50d/all_sequences.bam
TCGA-ZF-A9RC-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/f47ac848ffcc48e4a31e815552049e1a/all_sequences.bam
TCGA-ZF-A9RE-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/ae07de64a938461680006c20faf3ce77/all_sequences.bam
TCGA-ZF-A9RF-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/26a5b496930b459b92767c1349e5b677/all_sequences.bam
TCGA-ZF-A9RL-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/7d0cef97c0bc474abd9430a96fd3a814/all_sequences.bam
TCGA-ZF-A9RM-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/9978acb27883499fa1c0674bd30042e8/all_sequences.bam
TCGA-ZF-AA4N-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/45dab89b24d84d34a554dfe6424ea05f/all_sequences.bam
TCGA-ZF-AA4R-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/80fb154f998e443697d0e68216a55733/all_sequences.bam
TCGA-ZF-AA4T-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/737e39c48cec4096ab3a3d76dc1fe759/all_sequences.bam
TCGA-ZF-AA4U-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/5ad4eea564db41e89f10d75f8799211c/all_sequences.bam
TCGA-ZF-AA4V-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/4af4cfde675a4e5c88f2f5ae2ca6f55a/all_sequences.bam
TCGA-ZF-AA4W-01A-12R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/e037dd9be2cc460db179631b510bb4e8/all_sequences.bam
TCGA-ZF-AA4X-01A-11R-A38B-07	BLCA	/gscmnt/gc7000/info/alignment_data/imported/2be82268916f4167867746959fbce06c/all_sequences.bam
